url,id,status,link_text,char_count,word_count,origin,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_domain_matches,care_matches,care_domain_matches,prisma_matches,coreq_matches,consort_matches,consort_domain_matches,agree_matches,agree_domain_matches,EQUATOR_matches,EQUATOR_domain_domain_matches,ICMJE_matches,EQUATOR_domain_domain_matches,section_matches,manuscript_matches,table_matches,words_matches
https://www.hindawi.com/journals/acp/guidelines/,101541993,[200],,[19545],[2849],,,,,,,,,['http://www.care-statement.org/resources/checklist'],,,['CONSORT'],['http://www.consort-statement.org/consort-2010'],,,,"['http://www.equator-network.org/reporting-guidelines/strobe-strega/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.icmje.org/recommendations/']","['International Committee of Medical Journal Editors', 'ICMJE']","['http://www.equator-network.org/reporting-guidelines/strobe-strega/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.icmje.org/recommendations/']","['section', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript']","['tables', 'tables', 'tables', 'table']",['words']
https://www.elsevier.com/journals/00144827/0014-4827/guide-for-authors,0373226,[200],,[47712],[7247],,,,,,['ARRIVE'],,,,,,,,,,,['http://www.icmje.org/recommendations/'],,['http://www.icmje.org/recommendations/'],"['section', 'section', 'sections', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscript', 'manuscripts', 'Manuscripts', 'manuscripts', 'manuscripts', 'manuscript', 'manuscripts', 'Manuscripts', 'Manuscripts', 'manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['tables', 'table', 'tables', 'Tables', 'tables', 'table', 'tables', 'tables']","['words', 'words', 'words', 'words']"
https://www.springer.com/journal/11274/submission-guidelines,9012472,[200],,[67303],[9856],,['CHEERS'],,,,['ARRIVE'],,['CARE'],,"['PRISMA', 'Prisma']",['COREQ'],['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']",['ICMJE'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['sections', 'sections', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'sections', 'section', 'section']","['Manuscript', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'Tables', 'table', 'tables', 'tables', 'tables', 'Tables', 'tables', 'Tables', 'table', 'table', 'table', 'table', 'tables', 'table', 'tables', 'tables']","['words', 'words', 'words']"
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cbps,15740290R,[200],,[24125],[3716],,,,,,,,,,,,,,,,,,,,"['section', 'sections', 'section']","['Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'MANUSCRIPT', 'Manuscripts', 'Manuscripts', 'Manuscripts', 'Manuscript', 'manuscript', 'MANUSCRIPT', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript']","['Tables', 'Tables', 'Tables', 'Table', 'Table', 'Table', 'Tables', 'Tables', 'Table', 'Tables', 'tables']",
https://academic.oup.com/femspd/pages/General_Instructions,101595366,[200],,[3588],[503],,,,,,,,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/page/journal/15206696/homepage/forauthors.html,18020010R,[200],,[35230],[5286],,['CHEERS'],,,,['ARRIVE'],,['CARE'],,['PRISMA'],,['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=experimental-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=observational-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+&eq_guidelines_study_design_sub_cat=0', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=systematic-reviews-and-meta-analyses&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=case+report&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=qualitative-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=diagnostic-prognostic-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=quality-improvement-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=economic-evaluations&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=animal-pre-clinical-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=study-protocols&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=clinical-practice-guidelines&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/']",,"['http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=experimental-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=observational-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+&eq_guidelines_study_design_sub_cat=0', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=systematic-reviews-and-meta-analyses&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=case+report&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=qualitative-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=diagnostic-prognostic-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=quality-improvement-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=economic-evaluations&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=animal-pre-clinical-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=study-protocols&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=clinical-practice-guidelines&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/']","['section', 'Section', 'section', 'Section', 'sections', 'Section', 'Sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscript', 'manuscript', 'manuscripts', 'Manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscript']","['tables', 'tables', 'tables', 'tables', 'Tables', 'table', 'Tables', 'Tables', 'table', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/02782626/0278-2626/guide-for-authors,8218014,[200],,[42238],[6448],,,,,,['ARRIVE'],,,,,,,,,,,['http://www.icmje.org/recommendations/'],,['http://www.icmje.org/recommendations/'],"['section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'tables', 'Table', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'tables']",['words']
https://www.springer.com/journal/10189/submission-guidelines,101126530,[200],,[1368],[198],,,,,,,,,,,,,,,,,,,,,['manuscript'],,
https://www.elsevier.com/journals/23524529/2352-4529/guide-for-authors,101651624,[200],,[40678],[6041],,,,,,,,,,,,,,,,,,,,"['section', 'section', 'section', 'section', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'tables', 'tables', 'table', 'table', 'tables', 'tables', 'Table', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.springer.com/journal/10528/submission-guidelines,0126611,[200],,[69204],[10109],,['CHEERS'],,,,['ARRIVE'],,['CARE'],,"['PRISMA', 'Prisma']",['COREQ'],['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']",['ICMJE'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['sections', 'sections', 'section', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'sections', 'section', 'section']","['Manuscript', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'tables', 'tables', 'Tables', 'tables', 'Tables', 'table', 'table', 'table', 'table', 'tables', 'table', 'tables', 'tables']","['words', 'words', 'words']"
https://www.elsevier.com/journals/waste-management/0956-053X/guide-for-authors,9884362,[200],,[51490],[7852],,,,,,,,,,,,,,,,,,,,"['section', 'section', 'sections', 'sections', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscripts', 'Manuscripts', 'manuscript', 'manuscripts', 'Manuscripts', 'Manuscripts', 'Manuscripts', 'manuscripts', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscripts']","['tables', 'tables', 'tables', 'table', 'tables', 'tables', 'tables', 'table', 'table', 'Tables', 'Tables', 'Tables', 'Tables', 'Tables', 'tables', 'Tables', 'Tables', 'Tables', 'tables', 'table', 'tables', 'Tables', 'table', 'tables', 'table', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=kbie20,101581063,[200],,[21207],[3287],,,,,,,,,,,,,,,,,"['http://www.icmje.org/urm_main.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html']","['International Committee of Medical Journal Editors', 'ICMJE', 'International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.icmje.org/urm_main.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html']","['section', 'section', 'section']","['Manuscripts', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'Manuscript']","['table', 'tables', 'tables', 'Tables', 'Tables', 'table']",['words']
https://bmcfampract.biomedcentral.com,100967792,[200],,[7415],[1066],,,,,,,,,,,,,,,,,,,,,"['manuscript', 'manuscript', 'manuscripts', 'manuscripts']",,
https://www.elsevier.com/journals/10423680/1042-3680/guide-for-authors,9008004,[200],,[2838],[419],,,,,,,,,,,,,,,,,,,,,['Manuscript'],,
https://onlinelibrary.wiley.com/page/journal/13653016/homepage/forauthors.html,8709766,[200],,[43050],[6397],,,,,,,,,,,,,,,,,"['http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['International Committee of Medical Journal Editors', 'icmje', 'ICMJE']","['http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'sections', 'sections', 'sections', 'section', 'section', 'sections', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'MANUSCRIPT', 'Manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript']","['table', 'tables', 'tables', 'tables', 'tables', 'tables', 'table', 'table', 'Tables', 'table', 'tables', 'Tables', 'Table', 'tables', 'Tables', 'Tables', 'table', 'Tables', 'table', 'table', 'table', 'Table', 'table', 'tables', 'tables', 'tables', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.springer.com/journal/12105/submission-guidelines,101304010,[200],,[1428],[208],,,,,,,,,,,,,,,,,,,,,['manuscript'],,
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=khvi20,101572652,[200],,[30758],[4550],,"['CHEERS', 'CHEERS']",,,,,,,,,,"['Consort', 'consort', 'CONSORT']",,,,,,,,"['section', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript']","['tables', 'table', 'tables', 'tables', 'table', 'Tables', 'Tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'table', 'table', 'table', 'Tables', 'Tables', 'table', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/1044579x/1044-579X/guide-for-authors,9010218,[200],,[28749],[4334],,,,,,,,,,,,,,,,,,,,"['section', 'sections', 'section', 'section']","['Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'Manuscripts']","['tables', 'tables', 'tables', 'table', 'table', 'tables', 'tables', 'Tables', 'tables', 'tables', 'table', 'tables', 'tables']","['words', 'words']"
