,id,title,languages,publishers_raw,publication_types,mesh_headings,urls_raw,issns_print,issns_electronic,is_periodical,is_english,urls,publishers,url_roots,url_domains,issn_electronic,issn_print,urls_generated_guideline_pages_inc_404s,urls_generated_guideline_pages,include
3219,9508900,Journal of pediatric endocrinology & metabolism : JPEM.,['eng'],"['Freund Pub. House,', 'Walter de Gruyter']",['Periodical'],"['Adolescent', 'Child', 'Endocrine System Diseases', 'Infant', 'Metabolic Diseases']",['http://www.degruyter.com/view/j/jpem?recentIssue=true'],['0334-018X'],['2191-0251'],True,True,['http://www.degruyter.com/view/j/jpem?recentIssue=true'],"['Freund Pub. House', 'Walter de Gruyter']",['www.degruyter.com'],['degruyter.com'],2191-0251,0334-018X,[],[],True
3220,8211545,Journal of pediatric gastroenterology and nutrition.,['eng'],"['Raven Press,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Child Nutritional Physiological Phenomena', 'Child', 'Digestive System \n             growth & development', 'Gastrointestinal Diseases', 'Infant Nutritional Physiological Phenomena', 'Infant', 'Nutrition Disorders']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00005176-000000000-00000'],['0277-2116'],['1536-4801'],True,True,[],"['Raven Press', 'Lippincott Williams & Wilkins']",[],[],1536-4801,0277-2116,[],[],False
3221,8709735,Journal of pediatric health care : official publication of National Association of Pediatric Nurse Associates & Practitioners.,['eng'],"['Mosby,']",['Periodical'],"['Pediatric Nursing', 'Pediatrics']",['http://www.sciencedirect.com/science/journal/08915245'],['0891-5245'],['1532-656X'],True,True,['http://www.sciencedirect.com/science/journal/08915245'],['Mosby'],['www.sciencedirect.com'],['sciencedirect.com'],1532-656X,0891-5245,['https://www.elsevier.com/journals/08915245/0891-5245/guide-for-authors'],['https://www.elsevier.com/journals/08915245/0891-5245/guide-for-authors'],True
3222,9505928,Journal of pediatric hematology/oncology.,['eng'],"['Raven Press,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Child', 'Hematologic Diseases', 'Infant', 'Neoplasms']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00043426-000000000-00000'],['1077-4114'],['1536-3678'],True,True,[],"['Raven Press', 'Lippincott Williams & Wilkins']",[],[],1536-3678,1077-4114,[],[],False
3223,8607529,Journal of pediatric nursing.,['eng'],"['Grune & Stratton,', 'W.B. Saunders']",['Periodical'],['Pediatric Nursing'],['http://www.sciencedirect.com/science/journal/08825963'],['0882-5963'],['1532-8449'],True,True,['http://www.sciencedirect.com/science/journal/08825963'],"['Grune & Stratton', 'W.B. Saunders']",['www.sciencedirect.com'],['sciencedirect.com'],1532-8449,0882-5963,['https://www.elsevier.com/journals/08825963/0882-5963/guide-for-authors'],['https://www.elsevier.com/journals/08825963/0882-5963/guide-for-authors'],True
3224,8917825,Journal of pediatric oncology nursing : official journal of the Association of Pediatric Oncology Nurses.,['eng'],"['W.B. Saunders,', 'Sage Publications']",['Periodical'],"['Child', 'Infant', 'Neoplasms', 'Pediatric Nursing']",['https://journals.sagepub.com/home/jpo'],['1043-4542'],['1532-8457'],True,True,['https://journals.sagepub.com/home/jpo'],"['W.B. Saunders', 'Sage Publications']",['journals.sagepub.com'],['sagepub.com'],1532-8457,1043-4542,['https://journals.sagepub.com/author-instructions/jpo'],['https://journals.sagepub.com/author-instructions/jpo'],True
3225,7901143,Journal of pediatric ophthalmology and strabismus.,"['eng', 'eng']",['Slack'],['Periodical'],"['Child', 'Eye Diseases', 'Infant', 'Strabismus']",['http://www.healio.com/journals/jpos'],['0191-3913'],['1938-2405'],True,True,['http://www.healio.com/journals/jpos'],['Slack'],['www.healio.com'],['healio.com'],1938-2405,0191-3913,[],[],True
3226,8109053,Journal of pediatric orthopedics.,"['eng', 'eng']","['Raven Press', 'Lippincott Williams & Wilkins']",['Periodical'],"['Child', 'Infant', 'Orthopedics']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01241398-000000000-00000'],['0271-6798'],['1539-2570'],True,True,[],"['Raven Press', 'Lippincott Williams & Wilkins']",[],[],1539-2570,0271-6798,[],[],False
3227,9300904,Journal of pediatric orthopedics. Part B.,['eng'],"['Raven Press,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Child', 'Infant', 'Orthopedics']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01202412-000000000-00000'],['1060-152X'],['1473-5865'],True,True,[],"['Raven Press', 'Lippincott Williams & Wilkins']",[],[],1473-5865,1060-152X,[],[],False
3228,7801773,Journal of pediatric psychology.,"['eng', 'eng']","['Society of Pediatric Psychology.', 'Oxford University Press']",['Periodical'],"['Psychology, Child']",['https://academic.oup.com/jpepsy'],['0146-8693'],['1465-735X'],True,True,['https://academic.oup.com/jpepsy'],"['Society of Pediatric Psychology.', 'Oxford University Press']",['academic.oup.com'],['oup.com'],1465-735X,0146-8693,['https://academic.oup.com/jpepsy/pages/General_Instructions'],['https://academic.oup.com/jpepsy/pages/General_Instructions'],True
3229,101490944,Journal of pediatric rehabilitation medicine.,['eng'],['IOS Press'],['Periodical'],"['Child', 'Disabled Children \n             rehabilitation', 'Infant', 'Rehabilitation']",['http://content.iospress.com/journals/journal-of-pediatric-rehabilitation-medicine'],['1874-5393'],['1875-8894'],True,True,['http://content.iospress.com/journals/journal-of-pediatric-rehabilitation-medicine'],['IOS Press'],['content.iospress.com'],['iospress.com'],1875-8894,1874-5393,[],[],True
3230,0052631,Journal of pediatric surgery.,['eng'],['Saunders'],"['Abstracts', 'Periodical']","['General Surgery', 'Pediatrics']",['http://www.sciencedirect.com/science/journal/00223468'],['0022-3468'],['1531-5037'],True,True,['http://www.sciencedirect.com/science/journal/00223468'],['Saunders'],['www.sciencedirect.com'],['sciencedirect.com'],1531-5037,0022-3468,['https://www.elsevier.com/journals/00223468/0022-3468/guide-for-authors'],['https://www.elsevier.com/journals/00223468/0022-3468/guide-for-authors'],True
3231,101233150,Journal of pediatric urology.,['eng'],"['Elsevier,']",['Periodical'],"['Child', 'Female Urogenital Diseases', 'Infant', 'Male Urogenital Diseases', 'Urologic Diseases', 'Urologic Surgical Procedures']",['http://www.sciencedirect.com/science/journal/14775131'],['1477-5131'],['1873-4898'],True,True,['http://www.sciencedirect.com/science/journal/14775131'],['Elsevier'],['www.sciencedirect.com'],['sciencedirect.com'],1873-4898,1477-5131,['https://www.elsevier.com/journals/14775131/1477-5131/guide-for-authors'],['https://www.elsevier.com/journals/14775131/1477-5131/guide-for-authors'],True
3232,0375410,The Journal of pediatrics.,['eng'],['Mosby'],['Periodical'],['Pediatrics'],['http://www.sciencedirect.com/science/journal/00223476'],['0022-3476'],['1097-6833'],True,True,['http://www.sciencedirect.com/science/journal/00223476'],['Mosby'],['www.sciencedirect.com'],['sciencedirect.com'],1097-6833,0022-3476,['https://www.elsevier.com/journals/00223476/0022-3476/guide-for-authors'],['https://www.elsevier.com/journals/00223476/0022-3476/guide-for-authors'],True
3233,9506309,Journal of peptide science : an official publication of the European Peptide Society.,['eng'],"['John Wiley & Sons,']",['Periodical'],['Peptides'],['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387'],['1075-2617'],['1099-1387'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387'],['John Wiley & Sons'],['onlinelibrary.wiley.com'],['wiley.com'],1099-1387,1075-2617,['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1099-1387/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1099-1387/homepage/forauthors.html'],True
3234,9610507,"Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses 
         / American Society of PeriAnesthesia Nurses.",['eng'],"['Saunders,', 'W.B. Saunders Company']",['Periodical'],"['Anesthesia \n             nursing', 'Perioperative Nursing']",['http://www.sciencedirect.com/science/journal/10899472'],['1089-9472'],['1532-8473'],True,True,['http://www.sciencedirect.com/science/journal/10899472'],"['Saunders', 'W.B. Saunders Company']",['www.sciencedirect.com'],['sciencedirect.com'],1532-8473,1089-9472,['https://www.elsevier.com/journals/10899472/1089-9472/guide-for-authors'],['https://www.elsevier.com/journals/10899472/1089-9472/guide-for-authors'],True
3235,0361031,Journal of perinatal medicine.,['eng'],"['Walter de Gruyter.', 'Walter De Gruyter']",['Periodical'],"['Fetal Diseases', 'Fetus', 'Infant, Newborn, Diseases']",['http://www.degruyter.com/view/j/jpme?recentIssue=true'],['0300-5577'],['1619-3997'],True,True,['http://www.degruyter.com/view/j/jpme?recentIssue=true'],"['Walter de Gruyter.', 'Walter De Gruyter']",['www.degruyter.com'],['degruyter.com'],1619-3997,0300-5577,[],[],True
3236,8801387,The Journal of perinatal & neonatal nursing.,['eng'],"['Aspen Publishers,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Neonatology', 'Nursing', 'Perinatology']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00005237-000000000-00000'],['0893-2190'],['1550-5073'],True,True,[],"['Aspen Publishers', 'Lippincott Williams & Wilkins']",[],[],1550-5073,0893-2190,[],[],False
3237,8501884,Journal of perinatology : official journal of the California Perinatal Association.,['eng'],"['W.B. Saunders,', 'Nature Publishing Group']",['Periodical'],['Perinatology'],['http://www.nature.com/jp/'],['0743-8346'],['1476-5543'],True,True,['http://www.nature.com/jp/'],"['W.B. Saunders', 'Nature Publishing Group']",['www.nature.com'],['nature.com'],1476-5543,0743-8346,[],[],True
3238,0055107,Journal of periodontal research.,['eng'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['Periodical'],['Periodontics'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0765'],['0022-3484'],['1600-0765'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0765'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1600-0765,0022-3484,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0765/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0765/homepage/forauthors.html'],True
3239,8000345,Journal of periodontology.,['eng'],['American Academy of Periodontology.'],['Periodical'],['Periodontics'],['https://onlinelibrary.wiley.com/journal/19433670'],['0022-3492'],['1943-3670'],True,True,['https://onlinelibrary.wiley.com/journal/19433670'],['American Academy of Periodontology.'],['onlinelibrary.wiley.com'],['wiley.com'],1943-3670,0022-3492,['https://onlinelibrary.wiley.com/page/journal/19433670/homepage/forauthors.html'],[],True
3240,101271023,Journal of perioperative practice.,['eng'],"['Association for Perioperative Practice', 'Sage in association with the Association for Perioperative Practice']",['Periodical'],['Perioperative Nursing'],['https://journals.sagepub.com/home/ppj'],['1750-4589'],['2515-7949'],True,True,['https://journals.sagepub.com/home/ppj'],"['Association for Perioperative Practice', 'Sage in association with the Association for Perioperative Practice']",['journals.sagepub.com'],['sagepub.com'],2515-7949,1750-4589,['https://journals.sagepub.com/author-instructions/ppj'],['https://journals.sagepub.com/author-instructions/ppj'],True
3241,2985194R,Journal of personality.,['eng'],"['Duke University Press,', 'Blackwell Publishers']",['Periodical'],"['Behavior', 'Personality']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6494'],['0022-3506'],['1467-6494'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6494'],"['Duke University Press', 'Blackwell Publishers']",['onlinelibrary.wiley.com'],['wiley.com'],1467-6494,0022-3506,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1467-6494/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1467-6494/homepage/forauthors.html'],True
3242,0014171,Journal of personality and social psychology.,['eng'],"['American Psychological Assn.', 'American Psychological Association']",['Periodical'],"['Personality', 'Psychology, Social']",['http://search.ebscohost.com/direct.asp?db=pdh&jid=PSP&scope=site'],['0022-3514'],['1939-1315'],True,True,['http://search.ebscohost.com/direct.asp?db=pdh&jid=PSP&scope=site'],"['American Psychological Assn.', 'American Psychological Association']",['search.ebscohost.com'],['ebscohost.com'],1939-1315,0022-3514,[],[],True
3243,1260201,Journal of personality assessment.,['eng'],"['Society for Personality Assessment.', 'Informa Healthcare']",['Periodical'],['Personality Assessment'],['https://www.tandfonline.com/loi/hjpa20'],['0022-3891'],['1532-7752'],True,True,['https://www.tandfonline.com/loi/hjpa20'],"['Society for Personality Assessment.', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1532-7752,0022-3891,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hjpa20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hjpa20'],True
3244,8710838,Journal of personality disorders.,['eng'],"['Guilford Press,']",['Periodical'],['Personality Disorders'],['https://guilfordjournals.com/loi/pedi'],['0885-579X'],['1943-2763'],True,True,['https://guilfordjournals.com/loi/pedi'],['Guilford Press'],['guilfordjournals.com'],['guilfordjournals.com'],1943-2763,0885-579X,[],[],True
3245,8309336,Journal of pharmaceutical and biomedical analysis.,"['eng', 'eng']","['Pergamon Press,', 'Elsevier Science']",['Periodical'],"['Chemistry, Pharmaceutical', 'Pharmaceutical Preparations \n             analysis']",['https://www.sciencedirect.com/journal/journal-of-pharmaceutical-and-biomedical-analysis'],['0731-7085'],['1873-264X'],True,True,['https://www.sciencedirect.com/journal/journal-of-pharmaceutical-and-biomedical-analysis'],"['Pergamon Press', 'Elsevier Science']",['www.sciencedirect.com'],['sciencedirect.com'],1873-264X,0731-7085,['https://www.elsevier.com/journals/journal-of-pharmaceutical-and-biomedical-analysis/0731-7085/guide-for-authors'],['https://www.elsevier.com/journals/journal-of-pharmaceutical-and-biomedical-analysis/0731-7085/guide-for-authors'],True
3246,2985195R,Journal of pharmaceutical sciences.,['eng'],"['American Pharmaceutical Assn.', 'Elsevier']",['Periodical'],['Pharmacy'],"['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6017', 'http://www.sciencedirect.com/science/journal/00223549']",['0022-3549'],['1520-6017'],True,True,"['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6017', 'http://www.sciencedirect.com/science/journal/00223549']","['American Pharmaceutical Assn.', 'Elsevier']","['onlinelibrary.wiley.com', 'www.sciencedirect.com']","['wiley.com', 'sciencedirect.com']",1520-6017,0022-3549,"['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1520-6017/homepage/forauthors.html', 'https://www.elsevier.com/journals/00223549/0022-3549/guide-for-authors']","['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1520-6017/homepage/forauthors.html', 'https://www.elsevier.com/journals/00223549/0022-3549/guide-for-authors']",True
3247,101096520,Journal of pharmacokinetics and pharmacodynamics.,['eng'],"['Kluwer Academic/Plenum Publishers,', 'Springer']",['Periodical'],"['Dose-Response Relationship, Drug', 'Pharmacokinetics', 'Pharmacology']",['https://link.springer.com/journal/10928'],['1567-567X'],['1573-8744'],True,True,['https://link.springer.com/journal/10928'],"['Kluwer Academic/Plenum Publishers', 'Springer']",['link.springer.com'],['springer.com'],1573-8744,1567-567X,['https://www.springer.com/journal/10928/submission-guidelines'],['https://www.springer.com/journal/10928/submission-guidelines'],True
3248,9206091,Journal of pharmacological and toxicological methods.,['eng'],"['Elsevier,']",['Periodical'],"['Pharmacology \n             methods', 'Research Design', 'Toxicology \n             methods']",['https://www.sciencedirect.com/journal/journal-of-pharmacological-and-toxicological-methods'],['1056-8719'],['1873-488X'],True,True,['https://www.sciencedirect.com/journal/journal-of-pharmacological-and-toxicological-methods'],['Elsevier'],['www.sciencedirect.com'],['sciencedirect.com'],1873-488X,1056-8719,['https://www.elsevier.com/journals/journal-of-pharmacological-and-toxicological-methods/1056-8719/guide-for-authors'],['https://www.elsevier.com/journals/journal-of-pharmacological-and-toxicological-methods/1056-8719/guide-for-authors'],True
3249,101167001,Journal of pharmacological sciences.,['eng'],"['Japanese Pharmacological Society,']",['Periodical'],['Pharmacology'],"['https://www.jstage.jst.go.jp/browse/jphs/', 'http://www.sciencedirect.com/science/journal/13478613']",['1347-8613'],['1347-8648'],True,True,"['https://www.jstage.jst.go.jp/browse/jphs/', 'http://www.sciencedirect.com/science/journal/13478613']",['Japanese Pharmacological Society'],"['www.jstage.jst.go.jp', 'www.sciencedirect.com']","['jst.go.jp', 'sciencedirect.com']",1347-8648,1347-8613,['https://www.elsevier.com/journals/13478613/1347-8613/guide-for-authors'],['https://www.elsevier.com/journals/13478613/1347-8613/guide-for-authors'],True
3250,0376362,The Journal of pharmacology and experimental therapeutics.,['eng'],"['Williams & Wilkins', 'American Society for Pharmacology and Experimental Therapeutics']",['Periodical'],"['Drug Therapy', 'Pharmacology']",['http://jpet.aspetjournals.org/'],['0022-3565'],['1521-0103'],True,True,['http://jpet.aspetjournals.org/'],"['Williams & Wilkins', 'American Society for Pharmacology and Experimental Therapeutics']",['jpet.aspetjournals.org'],['aspetjournals.org'],1521-0103,0022-3565,[],[],True
3251,0376363,The Journal of pharmacy and pharmacology.,['eng'],"['Pharmaceutical Society of Great Britain', 'Oxford University Press']",['Periodical'],"['Pharmacology', 'Pharmacy']","['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7158', 'https://academic.oup.com/jpp']",['0022-3573'],['2042-7158'],True,True,"['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7158', 'https://academic.oup.com/jpp']","['Pharmaceutical Society of Great Britain', 'Oxford University Press']","['onlinelibrary.wiley.com', 'academic.oup.com']","['wiley.com', 'oup.com']",2042-7158,0022-3573,"['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)2042-7158/homepage/forauthors.html', 'https://academic.oup.com/jpp/pages/General_Instructions']",['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)2042-7158/homepage/forauthors.html'],True
3252,9807281,"Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Société canadienne des sciences pharmaceutiques.",['eng'],"['The Society,']",['Periodical'],"['Drug Therapy', 'Pharmaceutical Preparations', 'Technology, Pharmaceutical']","['http://www.ualberta.ca/%7Ecsps/Journals/JPPS.htm', 'https://journals.library.ualberta.ca/jpps/index.php/JPPS/index']",[],['1482-1826'],True,True,"['http://www.ualberta.ca/%7Ecsps/Journals/JPPS.htm', 'https://journals.library.ualberta.ca/jpps/index.php/JPPS/index']",['The Society'],"['www.ualberta.ca', 'journals.library.ualberta.ca']","['ualberta.ca', 'ualberta.ca']",1482-1826,,[],[],True
3253,8900945,Journal of pharmacy practice.,['eng'],"['W.B. Saunders,', 'Sage Publications']",['Periodical'],['Pharmacy'],['https://journals.sagepub.com/home/jpp'],['0897-1900'],['1531-1937'],True,True,['https://journals.sagepub.com/home/jpp'],"['W.B. Saunders', 'Sage Publications']",['journals.sagepub.com'],['sagepub.com'],1531-1937,0897-1900,['https://journals.sagepub.com/author-instructions/jpp'],['https://journals.sagepub.com/author-instructions/jpp'],True
3254,8804966,"Journal of photochemistry and photobiology.  B, Biology.",['eng'],"['Elsevier Sequoia,']",['Periodical'],"['Biology', 'Light', 'Photochemistry']",['https://www.sciencedirect.com/journal/journal-of-photochemistry-and-photobiology-b-biology'],['1011-1344'],['1873-2682'],True,True,['https://www.sciencedirect.com/journal/journal-of-photochemistry-and-photobiology-b-biology'],['Elsevier Sequoia'],['www.sciencedirect.com'],['sciencedirect.com'],1873-2682,1011-1344,['https://www.elsevier.com/journals/journal-of-photochemistry-and-photobiology-b-biology/1011-1344/guide-for-authors'],['https://www.elsevier.com/journals/journal-of-photochemistry-and-photobiology-b-biology/1011-1344/guide-for-authors'],True
3255,9882935,Journal of phycology.,['eng'],"['Phycological Society of America.', 'Wiley Periodicals Inc.']",['Periodical'],"['Eukaryota', 'Seaweed']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817'],['0022-3646'],['1529-8817'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817'],"['Phycological Society of America.', 'Wiley Periodicals Inc.']",['onlinelibrary.wiley.com'],['wiley.com'],1529-8817,0022-3646,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1529-8817/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1529-8817/homepage/forauthors.html'],True
3256,101189457,Journal of physical activity & health.,['eng'],"['Human Kinetics Publishers,']",['Periodical'],"['Exercise', 'Health', 'Physical Fitness']",['https://journals.humankinetics.com/view/journals/jpah/jpah-overview.xml'],['1543-3080'],['1543-5474'],True,True,['https://journals.humankinetics.com/view/journals/jpah/jpah-overview.xml'],['Human Kinetics Publishers'],['journals.humankinetics.com'],['humankinetics.com'],1543-5474,1543-3080,[],[],True
3257,9890903,The journal of physical chemistry. A,['eng'],"['American Chemical Society,']",['Periodical'],"['Chemistry, Physical']",['http://pubs.acs.org/journals/jpcafh/index.html'],['1089-5639'],['1520-5215'],True,True,['http://pubs.acs.org/journals/jpcafh/index.html'],['American Chemical Society'],['pubs.acs.org'],['acs.org'],1520-5215,1089-5639,[],[],True
3258,101157530,The journal of physical chemistry. B,['eng'],"['American Chemical Society,']",['Periodical'],"['Chemistry, Physical']",['http://pubs.acs.org/journals/jpcbfk/index.html'],['1520-6106'],['1520-5207'],True,True,['http://pubs.acs.org/journals/jpcbfk/index.html'],['American Chemical Society'],['pubs.acs.org'],['acs.org'],1520-5207,1520-6106,[],[],True
3259,101526034,The journal of physical chemistry letters.,['eng'],['American Chemical Society'],['Periodical'],['Chemical Phenomena'],['http://pubs.acs.org/journal/jpclcd'],[],['1948-7185'],True,True,['http://pubs.acs.org/journal/jpclcd'],['American Chemical Society'],['pubs.acs.org'],['acs.org'],1948-7185,,['https://pubs.acs.org/page/jpclcd/submission/authors.html'],['https://pubs.acs.org/page/jpclcd/submission/authors.html'],True
3260,101298201,The journal of physician assistant education : the official journal of the Physician Assistant Education Association.,['eng'],"['Physician Assistant Education Association,']",['Periodical'],['Physician Assistants \n                 education'],"['http://www.paeaonline.org/index.php?ht=d/ContentDir/pid/60140', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01367895-000000000-00000']",['1941-9430'],['1941-9449'],True,True,['http://www.paeaonline.org/index.php?ht=d/ContentDir/pid/60140'],['Physician Assistant Education Association'],['www.paeaonline.org'],['paeaonline.org'],1941-9449,1941-9430,[],[],True
3261,101165248,Journal of physics. Condensed matter : an Institute of Physics journal.,"['eng', 'fre', 'ger']","['IOP Pub.,']",['Periodical'],['Biophysics'],['https://iopscience.iop.org/journal/0953-8984'],['0953-8984'],['1361-648X'],True,True,['https://iopscience.iop.org/journal/0953-8984'],['IOP Pub.'],['iopscience.iop.org'],['iop.org'],1361-648X,0953-8984,[],[],True
3262,101269653,Journal of physiological anthropology.,['eng'],"['Japan Society of Physiological Anthropology,', 'BioMed Central']",['Periodical'],"['Anthropology, Physical', 'Physiological Phenomena']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1819', 'https://jphysiolanthropol.biomedcentral.com/']",['1880-6791'],['1880-6805'],True,True,['https://jphysiolanthropol.biomedcentral.com/'],"['Japan Society of Physiological Anthropology', 'BioMed Central']",['jphysiolanthropol.biomedcentral.com'],['biomedcentral.com'],1880-6805,1880-6791,[],[],True
3263,101262417,The journal of physiological sciences : JPS.,['eng'],"['Physiological Society of Japan,', 'Springer Japan']",['Periodical'],['Physiology'],"['https://www.jstage.jst.go.jp/browse/physiolsci/', 'https://link.springer.com/journal/12576']",['1880-6546'],['1880-6562'],True,True,"['https://www.jstage.jst.go.jp/browse/physiolsci/', 'https://link.springer.com/journal/12576']","['Physiological Society of Japan', 'Springer Japan']","['www.jstage.jst.go.jp', 'link.springer.com']","['jst.go.jp', 'springer.com']",1880-6562,1880-6546,['https://www.springer.com/journal/12576/submission-guidelines'],['https://www.springer.com/journal/12576/submission-guidelines'],True
3264,0266262,The Journal of physiology.,['eng'],"['Cambridge Univ. Press.', 'Cambridge Univ. Press']",['Periodical'],['Physiology'],"['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793', 'https://www.ncbi.nlm.nih.gov/pmc/journals/236/']",['0022-3751'],['1469-7793'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793'],"['Cambridge Univ. Press.', 'Cambridge Univ. Press']",['onlinelibrary.wiley.com'],['wiley.com'],1469-7793,0022-3751,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1469-7793/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1469-7793/homepage/forauthors.html'],True
3265,9812509,Journal of physiology and biochemistry.,"['eng', 'spa']","['Servicio de Publicaciones de la Universidad De Navarra (departamentos de fisiología y nutrición y de bioquimica),']",['Periodical'],"['Biochemistry', 'Physiology']",['https://link.springer.com/journal/13105'],['1138-7548'],['1877-8755'],True,True,['https://link.springer.com/journal/13105'],['Servicio de Publicaciones de la Universidad De Navarra (departamentos de fisiología y nutrición y de bioquimica)'],['link.springer.com'],['springer.com'],1877-8755,1138-7548,['https://www.springer.com/journal/13105/submission-guidelines'],['https://www.springer.com/journal/13105/submission-guidelines'],True
3266,9114501,Journal of physiology and pharmacology : an official journal of the Polish Physiological Society.,['eng'],"['The Society,', 'Polish Physiological Society']",['Periodical'],"['Pharmacology', 'Physiology']",['http://www.jpp.krakow.pl/'],['0867-5910'],['1899-1505'],True,True,['http://www.jpp.krakow.pl/'],"['The Society', 'Polish Physiological Society']",['www.jpp.krakow.pl'],['krakow.pl'],1899-1505,0867-5910,[],[],True
3267,101528691,Journal of physiotherapy.,['eng'],"['Australian Physiotherapy Association,', 'Elsevier']",['Periodical'],['Physical Therapy Modalities'],['http://www.sciencedirect.com/science/journal/18369553'],['1836-9553'],['1836-9561'],True,True,['http://www.sciencedirect.com/science/journal/18369553'],"['Australian Physiotherapy Association', 'Elsevier']",['www.sciencedirect.com'],['sciencedirect.com'],1836-9561,1836-9553,['https://www.elsevier.com/journals/18369553/1836-9553/guide-for-authors'],['https://www.elsevier.com/journals/18369553/1836-9553/guide-for-authors'],True
3268,8504412,Journal of pineal research.,['eng'],"['Liss,', 'Wiley']",['Periodical'],['Pineal Gland'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-079X'],['0742-3098'],['1600-079X'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-079X'],"['Liss', 'Wiley']",['onlinelibrary.wiley.com'],['wiley.com'],1600-079X,0742-3098,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-079/homepage/forauthors.html'],[],True
3269,9882059,Journal of plant physiology.,"['eng', 'fre', 'ger']","['G. Fischer,', 'Urban & Fischer']",['Periodical'],"['Biochemistry', 'Biotechnology', 'Molecular Biology', 'Plant Physiological Phenomena']",['http://www.sciencedirect.com/science/journal/01761617'],['0176-1617'],['1618-1328'],True,True,['http://www.sciencedirect.com/science/journal/01761617'],"['G. Fischer', 'Urban & Fischer']",['www.sciencedirect.com'],['sciencedirect.com'],1618-1328,0176-1617,['https://www.elsevier.com/journals/01761617/0176-1617/guide-for-authors'],['https://www.elsevier.com/journals/01761617/0176-1617/guide-for-authors'],True
